TIME,QUANTITY,PRICE
17/06/2022 12:24:57.913,4750000,1.36256
17/06/2022 12:30:23.263,3500000,1.36276
17/06/2022 12:58:45.832,2500000,1.36248
17/06/2022 12:20:13.418,1000000,1.36277
17/06/2022 12:05:17.678,995000,1.36296
17/06/2022 12:37:54.143,1125000,1.36256
17/06/2022 12:07:16.711,1000000,1.36285
17/06/2022 12:22:42.728,2500000,1.36265
17/06/2022 12:42:47.303,1000000,1.36257
17/06/2022 12:10:19.558,1000000,1.36285
17/06/2022 12:17:33.413,1000000,1.36268
17/06/2022 12:20:35.268,4000000,1.36281
17/06/2022 12:46:57.703,2500000,1.36266
17/06/2022 12:04:38.368,2000000,1.36289
17/06/2022 12:42:52.483,1000000,1.36244
17/06/2022 12:46:49.569,3000000,1.36269
17/06/2022 12:00:24.023,2000000,1.36272
17/06/2022 12:03:29.613,1000000,1.36297
17/06/2022 12:15:37.823,4000000,1.3627
17/06/2022 12:17:33.603,2000000,1.36269
17/06/2022 12:56:23.408,1000000,1.36243
17/06/2022 12:58:47.723,2500000,1.36247
17/06/2022 12:36:58.083,2000000,1.36243
17/06/2022 12:38:49.807,2000000,1.36265
17/06/2022 12:36:46.398,3000000,1.36239
17/06/2022 12:42:47.799,2000000,1.36249
17/06/2022 12:14:04.553,10000000,1.36274
17/06/2022 12:04:33.868,3000000,1.36288
17/06/2022 12:35:55.868,2000000,1.36245
17/06/2022 12:18:26.738,2000000,1.36265
17/06/2022 12:41:23.218,1000000,1.36265
17/06/2022 12:00:48.783,1500000,1.36282
17/06/2022 12:27:57.693,1000000,1.36252
17/06/2022 12:43:43.923,1000000,1.36247
17/06/2022 12:59:31.008,1000000,1.36244
17/06/2022 12:03:37.533,1000000,1.36299
17/06/2022 12:15:22.104,2000000,1.36276
17/06/2022 12:20:39.909,3000000,1.36281
17/06/2022 12:45:07.567,2000000,1.36255
17/06/2022 12:44:59.878,2380000,1.36256
17/06/2022 12:18:32.013,5000000,1.36267
17/06/2022 12:44:38.673,1000000,1.36249
17/06/2022 12:48:16.437,3000000,1.36265
17/06/2022 12:22:15.583,4000000,1.36269
17/06/2022 12:28:22.848,1000000,1.36254
17/06/2022 12:30:56.813,2500000,1.36271
17/06/2022 12:33:58.323,500000,1.36259
17/06/2022 12:46:00.898,1000000,1.36268
17/06/2022 12:45:32.013,1000000,1.36263
17/06/2022 12:11:38.958,1000000,1.36287
17/06/2022 12:04:33.848,1000000,1.36288
17/06/2022 12:02:33.739,4200000,1.36295
17/06/2022 12:54:44.823,8000000,1.36239
17/06/2022 12:42:30.483,3000000,1.36266
17/06/2022 12:36:17.813,620000,1.36246
17/06/2022 12:43:54.818,1000000,1.36249
17/06/2022 12:34:40.503,2500000,1.36263
17/06/2022 12:42:46.818,1000000,1.36261
17/06/2022 12:37:39.688,1500000,1.36248
17/06/2022 12:29:23.208,4000000,1.36272
17/06/2022 12:47:53.388,1500000,1.36259
17/06/2022 12:30:46.723,1000000,1.3627
17/06/2022 12:04:32.623,5000000,1.36282
17/06/2022 12:37:14.818,1000000,1.36249
17/06/2022 12:11:26.323,2000000,1.36279
17/06/2022 12:24:58.823,1000000,1.36258
17/06/2022 12:25:18.143,1000000,1.3625
17/06/2022 12:28:57.065,1000000,1.36272
17/06/2022 12:05:30.654,3200000,1.36295
17/06/2022 12:44:29.583,12000000,1.36249
17/06/2022 12:58:52.123,2500000,1.36245
17/06/2022 12:10:23.663,1500000,1.36283
17/06/2022 12:05:16.268,5000000,1.36294
17/06/2022 12:00:03.518,380000,1.36276
17/06/2022 12:20:13.418,1000000,1.36277
17/06/2022 12:22:21.128,4000000,1.36269
17/06/2022 12:35:58.523,4000000,1.36245
17/06/2022 12:02:24.643,2000000,1.36301
17/06/2022 12:19:12.328,250000,1.36266
17/06/2022 12:28:48.893,1000000,1.3626
17/06/2022 12:43:08.993,1000000,1.36247
17/06/2022 12:49:51.128,1000000,1.3626
17/06/2022 12:39:14.608,2000000,1.36269
17/06/2022 12:29:28.853,6000000,1.3627
17/06/2022 12:59:41.197,1000000,1.36242
17/06/2022 12:56:44.964,6000000,1.36243
17/06/2022 12:50:27.898,2000000,1.36261
17/06/2022 12:15:20.714,1000000,1.36268
17/06/2022 12:34:40.483,2000000,1.36266
17/06/2022 12:15:15.338,3000000,1.36264
17/06/2022 12:21:08.718,2000000,1.36282
17/06/2022 12:45:43.115,5000000,1.36257
17/06/2022 12:02:33.629,3000000,1.36295
17/06/2022 12:29:23.253,5000000,1.36272
17/06/2022 12:28:29.393,1000000,1.36256
17/06/2022 12:34:24.403,3500000,1.36267
17/06/2022 12:22:02.013,1000000,1.36277
17/06/2022 12:27:36.838,2500000,1.3625
17/06/2022 12:46:53.343,3000000,1.36266
17/06/2022 12:54:30.718,5000000,1.36254
17/06/2022 12:53:23.028,1000000,1.36252
17/06/2022 12:34:24.423,2000000,1.36269
17/06/2022 12:13:05.508,1000000,1.36277
17/06/2022 12:25:08.618,1000000,1.36249
17/06/2022 12:59:39.723,4000000,1.36244
17/06/2022 12:04:01.158,2500000,1.36305
17/06/2022 12:24:42.418,3500000,1.36245
17/06/2022 12:42:18.629,1000000,1.36264
17/06/2022 12:25:43.857,1000000,1.36258
17/06/2022 12:02:19.788,1000000,1.36301
17/06/2022 12:44:48.531,7750000,1.36256
17/06/2022 12:31:11.177,1000000,1.36282
17/06/2022 12:18:33.123,3000000,1.36267
17/06/2022 12:39:36.293,5000000,1.36274
17/06/2022 12:38:04.218,2500000,1.36265
17/06/2022 12:18:46.903,4000000,1.36274
17/06/2022 12:50:03.553,500000,1.36257
17/06/2022 12:01:48.228,3000000,1.363
17/06/2022 12:38:03.003,1000000,1.3627
17/06/2022 12:00:53.929,1000000,1.36293
17/06/2022 12:42:46.798,1000000,1.36261
17/06/2022 12:33:49.623,500000,1.36257
17/06/2022 12:32:35.207,1000000,1.36268
17/06/2022 12:29:11.408,1000000,1.36265
17/06/2022 12:53:58.063,1000000,1.36257
17/06/2022 12:11:53.017,4000000,1.36285
17/06/2022 12:26:47.418,5000000,1.36252
17/06/2022 12:09:10.083,1000000,1.36291
17/06/2022 12:37:55.918,500000,1.36258
17/06/2022 12:14:50.923,9500000,1.36266
17/06/2022 12:28:38.608,1000000,1.36258
